"filename", "language", "C#", "JSON", "ShaderLab", "HLSL", "Markdown", "XML", "HTML", "comment", "blank", "total"
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Core\Nodes\GraphNode.cs", "C#", 330, 0, 0, 0, 0, 0, 0, 385, 97, 812
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Core\Path.cs", "C#", 384, 0, 0, 0, 0, 0, 0, 363, 111, 858
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Core\PathHandler.cs", "C#", 100, 0, 0, 0, 0, 0, 0, 76, 34, 210
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Core\RVO\RVOAgent.cs", "C#", 552, 0, 0, 0, 0, 0, 0, 236, 185, 973
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Core\RVO\RVOCoreObstacle.cs", "C#", 12, 0, 0, 0, 0, 0, 0, 9, 7, 28
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Core\RVO\RVOCoreSimulator.cs", "C#", 408, 0, 0, 0, 0, 0, 0, 355, 125, 888
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Core\RVO\RVOLine.cs", "C#", 7, 0, 0, 0, 0, 0, 0, 4, 2, 13
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Core\RVO\RVOQuadtree.cs", "C#", 179, 0, 0, 0, 0, 0, 0, 32, 30, 241
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Core\Serialization\JsonConverters.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 3, 2, 5
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Core\Serialization\JsonSerializer.cs", "C#", 577, 0, 0, 0, 0, 0, 0, 159, 176, 912
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Core\Serialization\SimpleJsonReplacement.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 3, 2, 5
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Core\Serialization\SimpleZipReplacement.cs", "C#", 62, 0, 0, 0, 0, 0, 0, 0, 18, 80
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Core\Serialization\TinyJson.cs", "C#", 383, 0, 0, 0, 0, 0, 0, 30, 54, 467
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Core\astarclasses.cs", "C#", 518, 0, 0, 0, 0, 0, 0, 543, 145, 1206
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Documentation\documentation.html", "HTML", 0, 0, 0, 0, 0, 0, 15381, 0, 1662, 17043
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Documentation\index.md", "Markdown", 0, 0, 0, 0, 6, 0, 0, 0, 2, 8
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Editor\AIBaseEditor.cs", "C#", 138, 0, 0, 0, 0, 0, 0, 3, 26, 167
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Editor\AILerpEditor.cs", "C#", 27, 0, 0, 0, 0, 0, 0, 0, 5, 32
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Editor\AnimationLinkEditor.cs", "C#", 21, 0, 0, 0, 0, 0, 0, 0, 4, 25
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Editor\AstarPathEditor.cs", "C#", 1091, 0, 0, 0, 0, 0, 0, 107, 306, 1504
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Editor\AstarUpdateChecker.cs", "C#", 228, 0, 0, 0, 0, 0, 0, 36, 44, 308
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Editor\AstarUpdateWindow.cs", "C#", 81, 0, 0, 0, 0, 0, 0, 1, 22, 104
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Editor\CustomGraphEditorAttribute.cs", "C#", 12, 0, 0, 0, 0, 0, 0, 4, 4, 20
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Editor\EditorAssets\Materials\Navmesh.cginc", "HLSL", 0, 0, 0, 51, 0, 0, 0, 19, 8, 78
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Editor\EditorAssets\Materials\Navmesh.shader", "ShaderLab", 0, 0, 89, 0, 0, 0, 0, 2, 28, 119
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Editor\EditorAssets\Materials\NavmeshOutline.shader", "ShaderLab", 0, 0, 70, 0, 0, 0, 0, 3, 15, 88
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Editor\GraphEditors\GraphEditor.cs", "C#", 107, 0, 0, 0, 0, 0, 0, 14, 25, 146
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Editor\GraphEditors\GridGeneratorEditor.cs", "C#", 684, 0, 0, 0, 0, 0, 0, 28, 167, 879
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Editor\GraphEditors\LayerGridGraphEditor.cs", "C#", 52, 0, 0, 0, 0, 0, 0, 4, 19, 75
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Editor\GraphEditors\NavMeshGeneratorEditor.cs", "C#", 28, 0, 0, 0, 0, 0, 0, 0, 10, 38
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Editor\GraphEditors\PointGeneratorEditor.cs", "C#", 42, 0, 0, 0, 0, 0, 0, 0, 15, 57
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Editor\GraphEditors\RecastGraphEditor.cs", "C#", 193, 0, 0, 0, 0, 0, 0, 12, 58, 263
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Editor\GraphUpdateSceneEditor.cs", "C#", 257, 0, 0, 0, 0, 0, 0, 11, 51, 319
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Editor\Legacy\LegacyAIPathEditor2.cs", "C#", 16, 0, 0, 0, 0, 0, 0, 0, 2, 18
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Editor\Legacy\LegacyEditorHelper2.cs", "C#", 28, 0, 0, 0, 0, 0, 0, 0, 2, 30
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Editor\Legacy\LegacyRVOControllerEditor2.cs", "C#", 11, 0, 0, 0, 0, 0, 0, 0, 2, 13
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Editor\Legacy\LegacyRichAIEditor2.cs", "C#", 11, 0, 0, 0, 0, 0, 0, 0, 2, 13
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Editor\ModifierEditors\RaycastModifierEditor.cs", "C#", 26, 0, 0, 0, 0, 0, 0, 0, 6, 32
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Editor\ModifierEditors\SmoothModifierEditor.cs", "C#", 39, 0, 0, 0, 0, 0, 0, 0, 7, 46
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Editor\NavmeshAddEditor.cs", "C#", 59, 0, 0, 0, 0, 0, 0, 2, 10, 71
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Editor\NavmeshCutEditor.cs", "C#", 70, 0, 0, 0, 0, 0, 0, 2, 13, 85
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Editor\ProceduralGridMoverEditor.cs", "C#", 23, 0, 0, 0, 0, 0, 0, 1, 5, 29
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Editor\RVOControllerEditor.cs", "C#", 56, 0, 0, 0, 0, 0, 0, 0, 9, 65
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Editor\RVONavmeshEditor.cs", "C#", 10, 0, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Editor\RVOSimulatorEditor.cs", "C#", 22, 0, 0, 0, 0, 0, 0, 0, 3, 25
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Editor\RVOSquareObstacleEditor.cs", "C#", 11, 0, 0, 0, 0, 0, 0, 0, 2, 13
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Editor\RecastMeshObjEditor.cs", "C#", 54, 0, 0, 0, 0, 0, 0, 0, 11, 65
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Editor\SeekerEditor.cs", "C#", 116, 0, 0, 0, 0, 0, 0, 4, 22, 142
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Generators\Base.cs", "C#", 291, 0, 0, 0, 0, 0, 0, 314, 95, 700
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Generators\GridGenerator.cs", "C#", 1408, 0, 0, 0, 0, 0, 0, 971, 415, 2794
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Generators\LayerGridGraphGenerator.cs", "C#", 877, 0, 0, 0, 0, 0, 0, 206, 237, 1320
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Generators\NavMeshGenerator.cs", "C#", 161, 0, 0, 0, 0, 0, 0, 60, 52, 273
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Generators\NavmeshBase.cs", "C#", 950, 0, 0, 0, 0, 0, 0, 464, 266, 1680
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Generators\NodeClasses\GridNode.cs", "C#", 561, 0, 0, 0, 0, 0, 0, 181, 145, 887
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Generators\NodeClasses\GridNodeBase.cs", "C#", 207, 0, 0, 0, 0, 0, 0, 98, 58, 363
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Generators\NodeClasses\PointNode.cs", "C#", 146, 0, 0, 0, 0, 0, 0, 86, 41, 273
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Generators\NodeClasses\TriangleMeshNode.cs", "C#", 250, 0, 0, 0, 0, 0, 0, 120, 91, 461
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Generators\PointGenerator.cs", "C#", 435, 0, 0, 0, 0, 0, 0, 223, 109, 767
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Generators\QuadtreeGraph.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 3, 2, 5
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Generators\RecastGenerator.cs", "C#", 471, 0, 0, 0, 0, 0, 0, 372, 152, 995
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Generators\Utilities\BBTree.cs", "C#", 359, 0, 0, 0, 0, 0, 0, 103, 86, 548
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Generators\Utilities\EuclideanEmbedding.cs", "C#", 279, 0, 0, 0, 0, 0, 0, 93, 69, 441
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Generators\Utilities\GraphTransform.cs", "C#", 141, 0, 0, 0, 0, 0, 0, 43, 32, 216
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Generators\Utilities\GridLookup.cs", "C#", 132, 0, 0, 0, 0, 0, 0, 35, 26, 193
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Generators\Utilities\NavMeshRenderer.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 3, 2, 5
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Generators\Utilities\NavmeshTile.cs", "C#", 38, 0, 0, 0, 0, 0, 0, 18, 21, 77
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Generators\Utilities\ObjImporter.cs", "C#", 212, 0, 0, 0, 0, 0, 0, 15, 17, 244
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Generators\Utilities\PointKDTree.cs", "C#", 212, 0, 0, 0, 0, 0, 0, 53, 45, 310
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Generators\Utilities\RecastBBTree.cs", "C#", 125, 0, 0, 0, 0, 0, 0, 27, 33, 185
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Generators\Utilities\RecastMeshGatherer.cs", "C#", 384, 0, 0, 0, 0, 0, 0, 75, 112, 571
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Generators\Utilities\RecastMeshObj.cs", "C#", 89, 0, 0, 0, 0, 0, 0, 57, 32, 178
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Generators\Utilities\TileHandler.cs", "C#", 714, 0, 0, 0, 0, 0, 0, 258, 219, 1191
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Generators\Utilities\Voxels\DebugUtility.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 3, 2, 5
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Generators\Utilities\Voxels\VoxelClasses.cs", "C#", 354, 0, 0, 0, 0, 0, 0, 101, 99, 554
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Generators\Utilities\Voxels\VoxelContour.cs", "C#", 621, 0, 0, 0, 0, 0, 0, 82, 170, 873
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Generators\Utilities\Voxels\VoxelMesh.cs", "C#", 217, 0, 0, 0, 0, 0, 0, 73, 64, 354
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Generators\Utilities\Voxels\VoxelPolygonClipper.cs", "C#", 122, 0, 0, 0, 0, 0, 0, 45, 35, 202
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Generators\Utilities\Voxels\VoxelRasterization.cs", "C#", 533, 0, 0, 0, 0, 0, 0, 159, 196, 888
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Generators\Utilities\Voxels\VoxelRegion.cs", "C#", 476, 0, 0, 0, 0, 0, 0, 78, 157, 711
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Generators\Utilities\Voxels\VoxelUtility.cs", "C#", 39, 0, 0, 0, 0, 0, 0, 8, 11, 58
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Legacy\Editor\LegacyAIPathEditor.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 3, 2, 5
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Legacy\Editor\LegacyEditorHelper.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 3, 2, 5
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Legacy\Editor\LegacyRVOControllerEditor.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 3, 2, 5
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Legacy\Editor\LegacyRichAIEditor.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 3, 2, 5
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Legacy\LegacyAIPath.cs", "C#", 148, 0, 0, 0, 0, 0, 0, 99, 53, 300
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Legacy\LegacyRVOController.cs", "C#", 26, 0, 0, 0, 0, 0, 0, 20, 10, 56
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Legacy\LegacyRichAI.cs", "C#", 176, 0, 0, 0, 0, 0, 0, 64, 52, 292
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Legacy\MiscLegacy.cs", "C#", 63, 0, 0, 0, 0, 0, 0, 71, 19, 153
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Modifiers\AdvancedSmooth.cs", "C#", 387, 0, 0, 0, 0, 0, 0, 44, 130, 561
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Modifiers\AlternativePath.cs", "C#", 62, 0, 0, 0, 0, 0, 0, 17, 18, 97
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Modifiers\FunnelModifier.cs", "C#", 51, 0, 0, 0, 0, 0, 0, 47, 11, 109
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Modifiers\Modifiers.cs", "C#", 48, 0, 0, 0, 0, 0, 0, 26, 16, 90
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Modifiers\RadiusModifier.cs", "C#", 173, 0, 0, 0, 0, 0, 0, 72, 40, 285
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Modifiers\RaycastModifier.cs", "C#", 200, 0, 0, 0, 0, 0, 0, 90, 41, 331
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Modifiers\SimpleSmoothModifier.cs", "C#", 235, 0, 0, 0, 0, 0, 0, 52, 80, 367
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Modifiers\StartEndModifier.cs", "C#", 126, 0, 0, 0, 0, 0, 0, 124, 36, 286
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Navmesh\NavmeshAdd.cs", "C#", 139, 0, 0, 0, 0, 0, 0, 71, 38, 248
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Navmesh\NavmeshCut.cs", "C#", 264, 0, 0, 0, 0, 0, 0, 178, 82, 524
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Navmesh\NavmeshUpdates.cs", "C#", 156, 0, 0, 0, 0, 0, 0, 85, 44, 285
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Navmesh\RelevantGraphSurface.cs", "C#", 67, 0, 0, 0, 0, 0, 0, 11, 17, 95
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Navmesh\TileHandlerHelper.cs", "C#", 22, 0, 0, 0, 0, 0, 0, 9, 5, 36
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\PackageTools\Editor\EditorBase.cs", "C#", 200, 0, 0, 0, 0, 0, 0, 9, 38, 247
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\PackageTools\Editor\EditorGUIx.cs", "C#", 164, 0, 0, 0, 0, 0, 0, 39, 43, 246
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\PackageTools\Editor\EnumFlagDrawer.cs", "C#", 32, 0, 0, 0, 0, 0, 0, 3, 5, 40
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\PackageTools\Editor\OptimizationHandler.cs", "C#", 122, 0, 0, 0, 0, 0, 0, 13, 21, 156
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\PackageTools\EnumFlagAttribute.cs", "C#", 5, 0, 0, 0, 0, 0, 0, 1, 2, 8
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\PackageTools\UniqueComponentAttribute.cs", "C#", 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\PackageTools\VersionedMonoBehaviour.cs", "C#", 31, 0, 0, 0, 0, 0, 0, 12, 11, 54
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Pathfinders\ABPath.cs", "C#", 390, 0, 0, 0, 0, 0, 0, 259, 108, 757
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Pathfinders\ConstantPath.cs", "C#", 118, 0, 0, 0, 0, 0, 0, 74, 41, 233
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Pathfinders\FleePath.cs", "C#", 15, 0, 0, 0, 0, 0, 0, 40, 5, 60
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Pathfinders\FloodPath.cs", "C#", 123, 0, 0, 0, 0, 0, 0, 71, 39, 233
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Pathfinders\FloodPathTracer.cs", "C#", 64, 0, 0, 0, 0, 0, 0, 30, 18, 112
"c:\Users\Aleksa Petrovic\UnityProjects\NewUnityProjects\AnimalRescue3D\Assets\_Game\Plugins\AstarPathfindingProject\Pathfinders\MultiTargetPath.cs", "C#", 453, 0, 0, 0, 0, 0, 0, 124, 123, 700
